YEAR,ORISPL,PNAME,PSTATABB,PLPRMFL,PLHTIAN,PLNGENAN,NAMEPCAP,CAPFAC,PLCO2AN
2018,58139,Central Energy Plant USU,UT,NG,496522,32723,5,0.7471,29018.994
2018,58140,Summit Street Power Plant,OH,NG,233872.922,44032,13.2,0.38079,13668.593
2018,58151,Central Utility Plant - Texas A&M,TX,NG,929081.939,166096.98,50.1,0.37846,54304.232
2018,58152,Danbury Hospital Cogen Plant,CT,NG,158400.075,29781,4.3,0.79062,9257.618
2018,58153,Eastern Maine Medical Center,ME,NG,159932.852,29978,3.8,0.90056,9347.2
2018,58156,SUNY Old Westbury College,NY,NG,5206,259,1.8,0.01643,304.262
2018,58157,University of Rochester,NY,NG,323973.694,57323,25.4,0.25763,18937.639
2018,58158,Wesleyan University Cogen 1,CT,NG,105101.449,14625,2.4,0.69563,6142.604
2018,58159,UCONN Cogen Facility,CT,NG,711654.295,122037,25.7,0.54207,41935.934
2018,58160,Williams College - Campus CHP,MA,NG,16420.096,2900,10.2,0.03246,959.787
2018,58161,Western Michigan University Power Plant,MI,NG,377903.106,70200.06,11.7,0.68493,22086.369
2018,58165,College of New Jersey,NJ,NG,145020.735,27229,6.2,0.50134,8475.669
2018,58166,Smith College Central Heating Plant,MA,NG,71780.77,13732,5.3,0.29577,4195.193
2018,58167,William Floyd School District,NY,NG,13627.823,2433,3.9,0.07122,901.944
2018,58168,Energy Center,CA,NG,27685,2915,2.4,0.13865,1618.037
2018,58169,CSUF Trigeneration,CA,NG,168246.35,34223,8.5,0.45962,9833.079
2018,58179,MTSU Power Co-Gen Plant,TN,NG,230227.521,36335,15,0.27652,13455.539
2018,58181,Loyola University Health Plant,IL,NG,93939.601,11080,10.6,0.11932,5490.256
2018,58183,Prairie Horizon Agri Energy,KS,NG,14115.913,2448.28,3.5,0.07985,824.998
2018,58184,Rand Whitney CHP Plant,CT,NG,617691.93,120205,14.6,0.93987,36100.714
2018,58185,Amherst College Co Gen,MA,NG,48929.109,9134,1.7,0.61335,2859.639
2018,58191,US Magnesium,UT,NG,1656118.982,217208.999,78,0.31789,96791.094
2018,58192,Arkalon Ethanol LLC,KS,NG,65389.713,11601.2,3,0.44145,3821.671
2018,58193,Bonanza BioEnergy LLC,KS,NG,20041.62,3533.55,2,0.20169,1171.323
2018,58194,West Campus Steam Plant,PA,NG,70265.023,12584.78,11.1,0.12943,4106.606
2018,58195,East Campus Steam Plant,PA,NG,262806.508,51737,7,0.84372,15359.603
2018,58196,Cargill Salt Hersey,MI,NG,9834.145,1191.16,2.1,0.06475,574.752
2018,58197,Poet Biorefining Lake Crystal,MN,NG,40461.95,6828,7,0.11135,2365.433
2018,58198,Parnassus Central Utility Plant,CA,NG,419827.395,72055,13.4,0.61384,24541.958
2018,58199,Arizona State University CHP,AZ,NG,257485.971,49149,9.2,0.60985,15048.646
2018,58200,Burnside Alumina Plant,LA,NG,302815.17,52063.78,12,0.49528,17697.89
2018,58201,Monroe Community College Plant,NY,NG,66669.07,11343.001,6.2,0.20885,3896.443
2018,58205,Grand Ave Plant,MO,NG,188414.825,33502,5,0.76489,11011.816
2018,58207,Central Utility Plant at White Oak,MD,NG,1133689.763,106053.649,54.3,0.22296,66603.39
2018,58222,E.B. Eddy Paper Inc,MI,NG,184388.139,33404,5,0.76265,10776.478
2018,58223,Hoag Hospital Cogen Plant,CA,NG,46494.87,5451.999,4.5,0.13831,2717.371
2018,58224,CCSU Co-Gen-STBY Gen,CT,NG,36718.497,7787.999,3.6,0.24696,2382.813
2018,58235,Clayville,NJ,NG,828311,83311,73,0.13028,49225.4
2018,58236,Marshalltown Generating Station,IA,NG,22663012,3028825,705.9,0.48981,1346851.3
2018,58245,Northeastern Illinois University Cogen,IL,NG,220,33.32,3.2,0.00119,12.856
2018,58254,Chatham,MI,NG,879,55,7.3,0.00086,51.373
2018,58255,Rubart,KS,NG,270960,25605.996,120,0.02436,15836.124
2018,58258,Central Utilities Plant LAX 2,CA,NG,156084.741,30616,9.2,0.37989,9122.299
2018,58260,Brunswick County Power Station,VA,NG,58507014,8439453,1472.2,0.6544,3476931.5
2018,58265,NCAH Central Utility Plant,IA,NG,115829.304,22383.562,16.5,0.15486,6775.169
2018,58266,Port Westward Unit 2,OR,NG,1151597.004,110418,225.6,0.05587,67304.544
2018,58269,Bay View Backup Power Facility,OH,NG,9802.002,1132.998,12,0.01078,610.805
2018,58278,TNSG North Plant,AK,NG,768312,61008,25.7,0.27099,44903.634
2018,58284,La Luz Energy Center,NM,NG,134274,242058,84.6,0.32662,7979.6
2018,58325,Charles D Lamb Energy Center,OK,NG,1842980,146651,122,0.13722,109524.1
2018,58327,Bradley Energy Center,CT,NG,96977.435,15318,5.8,0.30149,5667.801
2018,58328,North Chicago Energy Center,IL,NG,203476.405,35997,12.4,0.33139,11892.082
2018,58330,The Andersons Albion Ethanol LLC,MI,NG,355877.506,64633.07,10.1,0.73052,20799.093
2018,58375,Triton East and West Cogen,IL,NG,493.002,124.002,3.6,0.00393,28.813
2018,58378,Carbon Capture Plant,TX,NG,5854520,276596,102.7,0.30745,347927.8
2018,58400,Central Energy Facility,SC,NG,2017,129,10,0.00147,117.882
2018,58420,Panda Liberty Power Project,PA,NG,34325503,5063623,870,0.66441,2039917.6
2018,58426,Panda Patriot Generation Plant,PA,NG,35604460,5350320,870,0.70203,2115918.8
2018,58427,Lansing BWL REO Town Plant,MI,NG,2690112.125,534062,98,0.6221,159868.702
2018,58428,LSU Cogen,LA,NG,627307.456,121654,19.6,0.70854,36662.689
2018,58432,Houweling Nurseries,CA,NG,493446,53349,13.2,0.46137,28839.219
2018,58471,Ector County Energy Center,TX,NG,5462612,469089,358.8,0.14924,324639.2
2018,58478,LEPA Unit No. 1,LA,NG,2494783,301553,74.1,0.46456,148266.1
2018,58503,Carty Generating Station,OR,NG,21278578,3020826,500,0.68969,1264553.3
2018,58507,Montefieor Medical Center Moses Division,NY,NG,231109.743,30794.999,18,0.1953,13607.131
2018,58562,Montana Power Station,TX,NG,10424203,1148971,527.2,0.24879,619494
2018,58584,Princeton University Cogeneration,NJ,NG,280810.857,56518,20,0.32259,16411.858
2018,58585,Sierra Nevada Brewing Co,CA,NG,48296.423,9555,5.2,0.20976,2822.662
2018,58597,HTW Plant 303 COGEN,UT,NG,170148.264,32632,7.4,0.50339,9944.235
2018,58607,One Market Plaza,CA,NG,13959.208,2496,1.5,0.18995,815.84
2018,58619,Transamerica Pyramid,CA,NG,17582.553,3098,1,0.35365,1027.604
2018,58664,Frito Lay Incorporated,CT,NG,370788,23375,4.6,0.58008,21670.53
2018,58715,Roundtop,PA,NG,510560,55435,22,0.28765,29839.44
2018,58811,Beaver Dam,PA,NG,501538,64620,22,0.33531,29312.15
2018,58813,Alpaca,PA,NG,553401,62982.002,43,0.1672,32343.261
2018,58815,Hilton NY Co Gen Plant,NY,NG,65331.665,9600,1.8,0.60883,3818.278
2018,58818,Milan,PA,NG,544218.999,61693.997,43,0.16378,31806.624
2018,58835,Elk Station,TX,NG,6338772.999,605966.001,606,0.11415,370466.601
2018,58897,Temple SEGF,PA,NG,14011,1109,16,0.00791,818.87
2018,58914,MCAGCC Cogen Plant,CA,NG,461313.975,81816,16.4,0.5695,26961.278
2018,58945,Simonds,MA,NG,56911.598,11580,1.8,0.7344,3326.172
2018,58947,Bristol Myers Squibb Lawrenceville,NJ,NG,448127,33125,5.6,0.67525,26197.328
2018,58948,Bristol Myers Squibb Wallingford,CT,NG,258521,17738,7.7,0.26297,15122.186
2018,58989,Eklutna Generation Station,AK,NG,5334122,614791,171,0.41042,311750.25
2018,59002,Carlsbad Energy Center,CA,NG,1287534,132598.999,764.5,0.0198,75249.32
2018,59004,Panda Stonewall Power Project,VA,NG,34655006,4868251,812,0.6844,2059494.2
2018,59045,Jameson Energy Center,KS,NG,46011.999,4700.001,27.6,0.01944,2689.149
2018,59056,Spring House,PA,NG,169242,17309,3.8,0.51998,9891.269
2018,59073,Cove Point LNG Terminal,MD,NG,13187961,489321.999,228.6,0.24435,781968.643
2018,59093,Holland Energy Park,MI,NG,6304469,863907,149.4,0.6601,374667.1
2018,59197,Univ Minnesota CHP Plant,MN,NG,1885094,164272,21,0.89298,110173.431
2018,59220,Wildcat Point Generation Facility,MD,NG,25900748,3785265,1113.6,0.38803,1539241.9
2018,59233,Cogeneration 2,AZ,NG,181849.247,35412.76,6,0.67376,10628.093
2018,59325,Kings Mountain Energy Center,NC,NG,6744474,1286325,543.9,0.26998,400811.9
2018,59326,Middletown Energy Center,OH,NG,13144753,2255806,543.9,0.47345,781174.2
2018,59373,Broshco Fabricated Products,OH,NG,62331.362,6564,4.7,0.15943,3642.928
2018,59381,"The Methodist Hospital, Gas Turbine",TX,NG,282519,28434,5,0.64918,16511.69
2018,59391,Red Gate Power Plant,TX,NG,3337545,371234.004,224.4,0.18885,195061.248
2018,59452,East. Michigan Univ. Heating Plant,MI,NG,197824.053,37067,11.3,0.37446,11561.734
2018,59453,Albany Medical Ctr Cogen Plant,NY,NG,186007.925,32054,4.6,0.79546,10871.146
2018,59456,P Plant,CA,NG,251547.81,37962,9.2,0.47104,14701.593
2018,59457,Q Plant,CA,NG,193623.548,35625,4.6,0.88408,11316.237
2018,59458,W Plant,CA,NG,204220.692,34706,4.6,0.86128,11935.582
2018,59467,Coldwater Peaking Plant,MI,NG,53721.999,5838.999,12.9,0.05167,3139.758
2018,59496,BYUI Central Energy Facility,ID,NG,202885.858,39365,5.6,0.80245,11857.568
2018,59647,Stillwater Energy Center,OK,NG,325214.001,34473,56.4,0.06977,19006.98
2018,59660,Washington City Electric Generation,UT,NG,10863,104.001,6,0.00198,634.884
2018,59664,City of West Plains Power Station,MO,NG,7254,477,47.4,0.00115,423.956
2018,59726,CML&P Generating Facility No. 2,KS,NG,512859,57987,56.1,0.118,29973.804
2018,59727,Bull Street Plant,SC,NG,707,-58,2,0,41.32
2018,59728,Substation 20 Plant,SC,NG,1783,77,2,0.00439,104.207
2018,59764,Oregon Clean Energy Center,OH,NG,30704919,4540015,1061.5,0.48824,1824744
2018,59773,Carroll County Energy,OH,NG,34362868,4713968,832.3,0.64655,2042135.3
2018,59782,Waynoka Gas Processing Plant,OK,NG,186783,19352.001,3.9,0.56644,10916.445
2018,59794,Chicago West Side Energy Center,IL,NG,108688.013,18576,3.5,0.60587,6352.22
2018,59809,Mountain Home Energy Center,TN,NG,139243,14174,6.8,0.23795,9849.575
2018,59812,Wolf Hollow II,TX,NG,36521766,5316812,1231.2,0.49297,2170431.1
2018,59847,Northwest Community Hospital,IL,NG,10064.904,916,4.4,0.02377,588.237
2018,59860,HP Hood CT,VA,NG,417877.106,83390,15,0.63463,24422.63
2018,59906,Moxie Freedom Generation Plant,PA,NG,19653057,2893183,1058,0.31217,1167949.6
2018,59913,Greensville County Power Station,VA,NG,5364655,917306,1773.3,0.05905,318816.2
2018,59926,Alpine Power Plant,MI,NG,7544863,642274,453.8,0.16157,445139.9
2018,59938,Sky Global Power One,TX,NG,428194.002,46000.002,51,0.10296,25025.598
2018,60025,Eight Flags Energy,FL,NG,1740786,173002,21,0.94043,101739.418
2018,60102,Lorin Industries,MI,NG,51632.351,9140,3.2,0.32606,3017.629
2018,60122,Colorado Bend II,TX,NG,31829080,4510963,1230.3,0.41856,1891560.3
2018,60130,Big Sand Draw Plant,WY,NG,310716,29730,8,0.42423,18159.65
2018,60254,Owatonna Energy Station,MN,NG,324193,37107,38.8,0.10917,18947.308
2018,60264,Bacliff Generating Station,TX,NG,920923,67450.998,427.2,0.01802,54331.1
2018,60276,West Groton CHP,MA,NG,122919.38,22271,4.1,0.62009,7183.965
2018,60302,Keys Energy Center,MD,NG,9523345,2189603,830.6,0.30093,565957.5
2018,60357,Lackawanna Energy Center,PA,NG,21612050,3444784,1665,0.23618,1284376
2018,60368,Panda Hummel Station,PA,NG,27630908,4154685,1194.4,0.39709,1642070.4
2018,60376,"Clean Energy Future - Lordstown, LLC",OH,NG,12437472,1965570,962,0.23324,739144
2018,60459,Port Comfort Peaking Facility,TX,NG,665338,47020,121,0.04436,39499.4
2018,60460,"Chamon Power, LLC",TX,NG,626030,45857,121,0.04326,37165.7
2018,60464,Tenaska Westmoreland Generating Station,PA,NG,1812399,145905,1134,0.01469,107708.8
2018,60468,Friendswood Energy Center,TX,NG,330451,23311,121.5,0.0219,19639
2018,60536,UA Central Utility Plant,AR,NG,412756.912,37894,5.6,0.77246,24123.383
2018,60559,Marquette Energy Center,MI,NG,642702.999,75063,51.3,0.16703,37562.475
2018,60564,Westside Energy Station,MN,NG,507076,60228,46.5,0.14786,29635.82
2018,60647,Shakopee Energy Park,MN,NG,194880,22735,46.5,0.05581,11389.67
2018,60742,Argonne National Laboratory CHP,IL,NG,80850,7606,6.3,0.13782,4725.24
2018,60768,Gila River Power Block 2,AZ,NG,16900807.182,2248005,619,0.41457,987759.715
2018,60797,Lake Forest Hospital,IL,NG,2129,280,3.2,0.00999,124.428
2018,60903,Salem Harbor Station NGCC,MA,NG,5916890,873759,798.2,0.12496,351629.4
2018,60933,Hopewell Cogeneration NJ,NJ,NG,56191,5692,4,0.16244,3284.056
2018,61027,Pacific Ethanol Stockton Cogen Plant,CA,NG,31196,2214,4.8,0.05265,1823.236
2018,61080,Sub 12,FL,NG,44296,5025,18.6,0.03084,2588.858
2018,61186,Boston Medical Center CHP Plant,MA,NG,148519,14625,3,0.55651,8680.123
2018,61238,NY - Presbyt. Hospital - 525 E 68TH St,NY,NG,551267.38,46471.999,18.4,0.28832,32298.044
2018,61282,APG Combined Heat and Power Plant,MD,NG,532888.383,56666,7.9,0.81883,31144.411
2018,61488,NYU LANGONE HEALTH,NY,NG,891507,62863,18,0.39867,52103.707
2018,61508,Provo Power Plant,UT,NG,68435,5297,12,0.05039,3999.65
2018,61632,"Golden Renewable Energy, LLC",IA,NG,62511.146,6958,4.3,0.18472,3653.434
2018,61643,Denton Energy Center,TX,NG,1233560.004,147299.004,225.6,0.07453,72094.836
2018,61676,NCSU Cates Cogeneration Plant,NC,NG,770000.663,79936,11.2,0.81474,45002.326
2018,61703,Sikorsky Aircraft CHP,CT,NG,674015.912,65866,9.3,0.80849,39392.542
2018,61737,Navy Yard Peaker Station,PA,NG,14948,1157,8,0.01651,873.628
2018,61754,SunSelect1,CA,NG,75405,8160,6.6,0.14114,4407.01
2018,61822,"Princeton Energy Center, LLC",NJ,NG,235006.578,21848,10.8,0.23093,13734.849
2018,61838,Cleveland Thermal,OH,NG,16698.287,2897.39,1,0.33075,975.923
2018,61857,Toray Plastic America's CHP Plant,RI,NG,1380114.621,146201,20,0.83448,80660.149
2018,61927,Georgia-Pacific Taylorsville Plywood,MS,NG,529584.333,44973,7.2,0.71304,30951.306
2018,62117,Beloit Memorial Hospital Power Plant,WI,NG,360.184,45,3,0.00171,21.051
2018,62176,Berry NMW Cogens,CA,NG,526945,39305,9.6,0.46738,30797.052
2018,62424,Iola Powerhouse & Cogeneration Facility,NY,NG,79139.915,10074,4.2,0.27381,4625.295
2018,62762,NASA Johnson Space Center CHP,TX,NG,580551.731,54021,11.2,0.55061,33930.073
2018,70454,Hartwell Energy Facility,GA,NG,2239748,183739,360,0.05826,135721
